id,bbox_n_yolo
6059ba53-cfad-4b39-981a-09f98ee702d1,"[[0.341406, 0.450781, 0.348438, 0.614062], [0.760938, 0.48125, 0.384375, 0.6875]]"
605b591a-47f3-42c6-bf31-ef92f875c5a8,"[[0.2375, 0.495312, 0.365625, 0.66875], [0.710938, 0.482031, 0.459375, 0.676562]]"
605e9bcd-d180-4b9d-aea5-03e6b9ab07d8,"[[0.29375, 0.376563, 0.35, 0.64375], [0.686719, 0.311719, 0.342187, 0.542188]]"
6064cd9b-7a9d-4374-b210-a59c506111b5,"[[0.260156, 0.546875, 0.335938, 0.690625], [0.682031, 0.528125, 0.367188, 0.678125]]"
6067a125-b3e5-4723-bc09-0d502ade3894,"[[0.374219, 0.510938, 0.270313, 0.625], [0.696094, 0.511719, 0.270313, 0.639062]]"
606aba72-d0db-42d5-97e8-c40d88673dcf,"[[0.28125, 0.410156, 0.3875, 0.670312], [0.739844, 0.4375, 0.382812, 0.696875]]"
606eeadf-1ee5-4ca2-96c4-cf3f94318877,"[[0.311719, 0.467187, 0.339062, 0.625], [0.7125, 0.470313, 0.321875, 0.65]]"
6073d6f5-d5d8-4b0c-911a-9b8374dd1348,"[[0.257812, 0.461719, 0.340625, 0.660937], [0.703906, 0.482812, 0.323437, 0.6875]]"
60778bb1-d073-49dd-a8c8-cfc589512ecf,"[[0.259375, 0.458594, 0.39375, 0.789062], [0.7125, 0.480469, 0.375, 0.817187]]"
607de530-cda7-4df4-9e06-9b5f1b20ad44,"[[0.305469, 0.473438, 0.339062, 0.6375], [0.721094, 0.421875, 0.376563, 0.565625]]"
6083bbb8-b360-424d-af0b-c1fa67057968,"[[0.275, 0.485938, 0.390625, 0.70625], [0.723437, 0.485938, 0.36875, 0.7375]]"
608d7f22-b74c-4762-ab79-56dc49676f19,"[[0.24375, 0.515625, 0.4125, 0.63125], [0.704688, 0.501563, 0.353125, 0.6625]]"
60a41f1d-7123-48f9-8d88-69141e31ae23,"[[0.286719, 0.421094, 0.376563, 0.667188], [0.7125, 0.425781, 0.34375, 0.670312]]"
60ae4424-28e6-4f2e-bcb0-1d3534f314c3,"[[0.333594, 0.521094, 0.270313, 0.614062], [0.685937, 0.484375, 0.315625, 0.63125]]"
60b27fa3-d9d1-48d9-9c0b-6ce08dcb76f3,"[[0.316406, 0.503125, 0.410938, 0.721875], [0.765625, 0.502344, 0.39375, 0.729688]]"
60b61cb8-6ef6-49ac-85e0-d3c58996ab70,"[[0.277344, 0.427344, 0.382812, 0.645312], [0.735156, 0.416406, 0.367188, 0.642188]]"
60bab750-3d16-4e10-ae2d-5f4cf93ec424,"[[0.278906, 0.523438, 0.404687, 0.775], [0.696875, 0.527344, 0.334375, 0.817187]]"
60c7d6a1-9aad-452f-9789-918056b955ad,"[[0.33125, 0.439844, 0.33125, 0.648438], [0.701562, 0.435156, 0.321875, 0.632812]]"
60d42b93-cacf-43df-813c-5e1034312e7f,"[[0.269531, 0.441406, 0.426563, 0.626563], [0.732031, 0.478906, 0.373437, 0.682813]]"
60d9a224-16b8-49ea-adab-ace0359c257b,"[[0.321094, 0.408594, 0.385937, 0.629687], [0.764844, 0.414844, 0.364063, 0.645312]]"
60dabf7b-68bb-46df-892a-7ceb8c14515f,"[[0.294531, 0.525, 0.357812, 0.715625], [0.714063, 0.547656, 0.353125, 0.773438]]"
60e569c0-cc9d-48b3-b554-c871e3107665,"[[0.367188, 0.417187, 0.371875, 0.6], [0.785937, 0.415625, 0.334375, 0.653125]]"
60ea902b-a46a-446b-8692-c6b803775ee1,"[[0.358594, 0.484375, 0.357812, 0.63125], [0.764062, 0.509375, 0.328125, 0.69375]]"
60ec14ce-3df2-4a3c-807a-8ea26d129a2b,"[[0.300781, 0.371094, 0.420312, 0.610938], [0.748437, 0.354687, 0.384375, 0.63125]]"
60eee555-e0bf-4165-a923-692642dea48f,"[[0.321094, 0.497656, 0.404687, 0.851562], [0.75625, 0.510938, 0.40625, 0.9]]"
60ef9ee9-8d6a-410b-8640-4a68710f41ef,"[[0.371875, 0.4875, 0.29375, 0.628125], [0.71875, 0.472656, 0.290625, 0.598437]]"
60f25384-f542-4670-88a3-ce73277da658,"[[0.278906, 0.471094, 0.339062, 0.760938], [0.664062, 0.500781, 0.290625, 0.832812]]"
60fa29d5-a531-4467-a0d3-a4a744316a62,"[[0.2375, 0.414844, 0.428125, 0.714063], [0.720313, 0.350781, 0.384375, 0.614062]]"
61008b44-a7ce-4870-b8e1-4f6f5c7df4d8,"[[0.296875, 0.414844, 0.325, 0.701562], [0.7125, 0.385156, 0.3875, 0.689063]]"
6105f7e7-ba2c-4d45-866c-374dcc752523,"[[0.25625, 0.459375, 0.39375, 0.66875], [0.69375, 0.441406, 0.34375, 0.623437]]"
610d9b12-14a0-4beb-894a-ce9abc88e294,"[[0.300781, 0.697656, 0.285938, 0.573438], [0.715625, 0.702344, 0.2875, 0.567187]]"
6113a040-1600-4525-adbc-c5415959ebaf,"[[0.253125, 0.514062, 0.36875, 0.83125], [0.692187, 0.530469, 0.4, 0.864062]]"
611a59c3-68d4-48fd-84d9-74f67339b5e1,"[[0.259375, 0.466406, 0.39375, 0.589063], [0.732812, 0.459375, 0.421875, 0.615625]]"
611a6d3a-3c10-4fe4-9bd5-af17ba537486,"[[0.298438, 0.460156, 0.346875, 0.642188], [0.720313, 0.477344, 0.315625, 0.660937]]"
611aac41-d471-4689-9732-610d88abb3e7,"[[0.283594, 0.435156, 0.348438, 0.635938], [0.696094, 0.439844, 0.367188, 0.682813]]"
6121d7b6-8d47-45d4-9706-bd42ae676534,"[[0.278906, 0.44375, 0.382812, 0.678125], [0.694531, 0.451562, 0.348438, 0.728125]]"
6129c27a-0271-4480-ba7c-4b302c022861,"[[0.378906, 0.521875, 0.329688, 0.603125], [0.741406, 0.569531, 0.292187, 0.704688]]"
613217ca-45ba-437c-97ad-0d30025ded6c,"[[0.313281, 0.482812, 0.357812, 0.771875], [0.692969, 0.476562, 0.304688, 0.75625]]"
61366af6-2df8-4721-944d-ea0fdec6ed00,"[[0.272656, 0.44375, 0.301563, 0.659375], [0.642969, 0.450781, 0.314063, 0.654687]]"
613c77d2-a131-4460-a1c2-0e7f3c2c948a,"[[0.264844, 0.449219, 0.342187, 0.814063], [0.704688, 0.392188, 0.3875, 0.68125]]"
61474ee2-0d01-4b66-933b-11982a94b564,"[[0.295312, 0.479687, 0.378125, 0.703125], [0.714844, 0.475, 0.367188, 0.71875]]"
614af470-e19d-4013-baa2-eae7e2b0198a,"[[0.319531, 0.432031, 0.335938, 0.726562], [0.698438, 0.442969, 0.321875, 0.779687]]"
615aa2bd-c60b-473a-8e6f-d04f406dd034,"[[0.294531, 0.392188, 0.354687, 0.646875], [0.74375, 0.385937, 0.3625, 0.6375]]"
615b878f-b17c-4453-aa71-53638e9981c8,"[[0.254688, 0.457813, 0.384375, 0.575], [0.702344, 0.475781, 0.382812, 0.614062]]"
615cf161-6097-42aa-a416-dc1dcdd3da9a,"[[0.320312, 0.422656, 0.365625, 0.607812], [0.739844, 0.430469, 0.373437, 0.620313]]"
616211aa-c849-4d2f-bc4f-382f375feb27,"[[0.291406, 0.414062, 0.398438, 0.6], [0.739844, 0.442969, 0.354687, 0.673438]]"
6166a1c5-b6d2-48f5-b620-eb91ad325b15,"[[0.31875, 0.38125, 0.3375, 0.6375], [0.701562, 0.411719, 0.365625, 0.692187]]"
6166c4b4-4eef-42d9-9b09-593d92af3f83,"[[0.278125, 0.517969, 0.375, 0.848437], [0.715625, 0.514844, 0.3625, 0.848437]]"
616f7796-b973-4da5-9a6d-59988640d84d,"[[0.33125, 0.429688, 0.3875, 0.625], [0.775, 0.439063, 0.378125, 0.65625]]"
6170d315-8713-4182-80de-ab6d4a6072d1,"[[0.284375, 0.460938, 0.375, 0.6375], [0.674219, 0.390625, 0.276562, 0.546875]]"
6174fe6b-d274-45a9-b720-a79c824beccd,"[[0.348438, 0.489844, 0.253125, 0.714063], [0.702344, 0.473438, 0.307812, 0.675]]"
617bd87c-99b7-4b65-bd73-2b598715ac46,"[[0.302344, 0.414844, 0.310937, 0.464062], [0.685156, 0.436719, 0.320312, 0.495312]]"
617ebe95-c367-4a78-8f24-3666c095fff1,"[[0.717969, 0.474219, 0.376563, 0.792188], [0.300781, 0.466406, 0.367188, 0.798438]]"
6180c3ac-645e-41c2-8705-8358b2fcb6d9,"[[0.297656, 0.55625, 0.345313, 0.834375], [0.730469, 0.548438, 0.382812, 0.878125]]"
6186e217-86ef-4140-8b7f-ae056a4eaf3b,"[[0.373437, 0.476562, 0.2625, 0.603125], [0.702344, 0.475, 0.267188, 0.625]]"
61afc92b-f81a-4466-a69e-a012943ccfd3,"[[0.223438, 0.442969, 0.403125, 0.670312], [0.730469, 0.411719, 0.432812, 0.639062]]"
61afee15-8240-404d-b1a8-aa6e5581d038,"[[0.25, 0.457813, 0.36875, 0.690625], [0.679688, 0.53125, 0.328125, 0.815625]]"
61b32ca0-a2f1-40db-a18f-0bbfaed05a09,"[[0.292969, 0.390625, 0.329688, 0.565625], [0.740625, 0.45, 0.3875, 0.734375]]"
61cb0664-ccf9-4097-9cc2-c117814aa4f7,"[[0.249219, 0.569531, 0.264062, 0.657813], [0.635156, 0.507031, 0.367188, 0.554688]]"
61cdcb62-7c4c-47dd-b366-44d4cf22e586,"[[0.257031, 0.498437, 0.395313, 0.928125], [0.724219, 0.499219, 0.404687, 0.967187]]"
61db2fa9-6bd3-4e3b-b02f-ec2fbee8d46c,"[[0.251563, 0.438281, 0.40625, 0.664062], [0.675, 0.446094, 0.35625, 0.667188]]"
61e285d7-d121-416b-ad81-c0414ae427be,"[[0.295312, 0.464844, 0.340625, 0.754687], [0.717969, 0.4625, 0.345313, 0.759375]]"
61e7eec7-449a-41f9-923c-e186ddf925cb,"[[0.314063, 0.477344, 0.328125, 0.667188], [0.664844, 0.495312, 0.298438, 0.73125]]"
62069e65-26f7-4478-a825-131ed0075756,"[[0.267188, 0.459375, 0.321875, 0.60625], [0.673438, 0.445312, 0.359375, 0.61875]]"
6207b736-fe0c-4f73-ad9b-9ef1e81aa885,"[[0.289062, 0.472656, 0.3875, 0.648438], [0.739844, 0.488281, 0.364063, 0.701562]]"
62085d82-9754-475d-942c-5ed62ba711f9,"[[0.319531, 0.517969, 0.314063, 0.835938], [0.684375, 0.522656, 0.26875, 0.773438]]"
621bb38e-ec55-40c2-9a48-fed62f44cd45,"[[0.3, 0.403125, 0.3625, 0.603125], [0.710938, 0.421875, 0.3375, 0.6]]"
6221fb68-01c4-4351-929d-6bc91175e78b,"[[0.367969, 0.365625, 0.295312, 0.45], [0.686719, 0.373437, 0.273438, 0.475]]"
62238e78-10d5-4538-8904-a91f260c472f,"[[0.284375, 0.440625, 0.346875, 0.721875], [0.696094, 0.447656, 0.364063, 0.710938]]"
6225426d-4e60-40f0-ab5a-7337c1ba5023,"[[0.272656, 0.439063, 0.367188, 0.70625], [0.682813, 0.425781, 0.334375, 0.692187]]"
6225ce13-719e-43f8-a22a-ddd54107a7ff,"[[0.310937, 0.397656, 0.33125, 0.592187], [0.711719, 0.394531, 0.357812, 0.595313]]"
622d6303-018b-4dcf-88b7-ac0b9e529a9f,"[[0.252344, 0.415625, 0.407813, 0.621875], [0.70625, 0.457031, 0.39375, 0.685937]]"
62304642-5873-472e-84cf-9c4f45fb4250,"[[0.307812, 0.504687, 0.396875, 0.83125], [0.766406, 0.507812, 0.367188, 0.796875]]"
625628c5-4c56-49a7-b2c7-b3445ac714fb,"[[0.372656, 0.490625, 0.301563, 0.596875], [0.715625, 0.466406, 0.26875, 0.564063]]"
625a03ce-b725-4242-a2c2-79965f266be7,"[[0.260937, 0.461719, 0.353125, 0.804688], [0.70625, 0.530469, 0.325, 0.926562]]"
625ad952-940e-4c0c-b429-0ef0837b457e,"[[0.321094, 0.457031, 0.292187, 0.651563], [0.695312, 0.460938, 0.325, 0.65625]]"
625f584b-0262-4acd-85df-f299c9ca5e83,"[[0.335156, 0.501563, 0.304688, 0.675], [0.717969, 0.491406, 0.335938, 0.714063]]"
625f6a52-1eab-46e5-a8de-711dcc21a51a,"[[0.291406, 0.398438, 0.292187, 0.6], [0.676562, 0.413281, 0.340625, 0.645312]]"
625f8968-3135-4c81-a5a5-aa61dab240c7,"[[0.284375, 0.324219, 0.3375, 0.504687], [0.695312, 0.329688, 0.35, 0.53125]]"
6264ec94-8ba2-4e8c-8a60-78b57e02d1b3,"[[0.267969, 0.458594, 0.373437, 0.704688], [0.709375, 0.455469, 0.375, 0.710938]]"
62674d28-79d2-4166-966d-bcf789f9ae3a,"[[0.294531, 0.585156, 0.348438, 0.798438], [0.757812, 0.58125, 0.40625, 0.796875]]"
626eb2ae-ca78-43fc-bbbc-5cf95bb328bb,"[[0.2625, 0.425, 0.4, 0.665625], [0.678125, 0.438281, 0.3375, 0.707812]]"
627567ae-907d-4d83-907d-79db88f48303,"[[0.276562, 0.438281, 0.415625, 0.620313], [0.7625, 0.458594, 0.4125, 0.673438]]"
627573e3-954c-41fb-959c-703f2ed7e92f,"[[0.266406, 0.482031, 0.367188, 0.601562], [0.680469, 0.471875, 0.326562, 0.609375]]"
627fbbd0-5d32-4c2a-9aee-9859b309407b,"[[0.339062, 0.470313, 0.228125, 0.684375], [0.666406, 0.4625, 0.285938, 0.703125]]"
6281dfab-a319-4c68-adc9-6bca8c2ab25a,"[[0.325781, 0.465625, 0.307812, 0.70625], [0.675781, 0.498437, 0.289062, 0.7625]]"
628bc700-14a6-496c-b555-f07625699843,"[[0.250781, 0.445312, 0.354687, 0.7875], [0.671875, 0.464062, 0.35625, 0.825]]"
629594c7-fe69-44d5-aa85-907b50661f0b,"[[0.332813, 0.385937, 0.290625, 0.56875], [0.664844, 0.397656, 0.260937, 0.604688]]"
629778e6-9644-45cf-b19f-d926b1e7eb2f,"[[0.159375, 0.417187, 0.26875, 0.75], [0.5875, 0.455469, 0.39375, 0.839063]]"
629c147a-375d-4776-a230-57ef6892468f,"[[0.304688, 0.436719, 0.328125, 0.714063], [0.696875, 0.421094, 0.359375, 0.717187]]"
62a1b378-446c-4584-b676-031eb3dec138,"[[0.33125, 0.428125, 0.35625, 0.665625], [0.739062, 0.446094, 0.340625, 0.667188]]"
62ab9055-fa33-436a-bc86-9d38778eb765,"[[0.254688, 0.451562, 0.340625, 0.628125], [0.697656, 0.446094, 0.385937, 0.576562]]"
62ba66c2-7154-4b82-af96-09feb7b91e00,"[[0.297656, 0.500781, 0.364063, 0.870313], [0.670312, 0.510156, 0.284375, 0.892188]]"
62bf0065-66a7-4217-b559-fb057f62c8f4,"[[0.24375, 0.4625, 0.425, 0.659375], [0.70625, 0.435156, 0.4, 0.614062]]"
62ceada1-7d9e-4ad4-922c-14bee84f8a0f,"[[0.236719, 0.495312, 0.429688, 0.80625], [0.689063, 0.535937, 0.35625, 0.903125]]"
62cf5590-89da-4c01-ad00-b716886442c8,"[[0.2625, 0.45, 0.40625, 0.621875], [0.728125, 0.43125, 0.40625, 0.584375]]"
62d3d5b2-d4ce-49bb-83c6-d392ae60630e,"[[0.307812, 0.484375, 0.334375, 0.659375], [0.688281, 0.457813, 0.314063, 0.628125]]"
62de4005-36b4-4ab4-9bf5-f72d3c11b0a7,"[[0.310937, 0.507812, 0.3375, 0.84375], [0.728125, 0.50625, 0.35625, 0.815625]]"
62ec09ed-1610-4e22-91f1-dab682d5c2cc,"[[0.244531, 0.473438, 0.389062, 0.815625], [0.721094, 0.479687, 0.379688, 0.85]]"
62ee3e3c-60a6-4ec4-91c4-fb8383abc679,"[[0.292187, 0.414062, 0.384375, 0.6125], [0.719531, 0.421875, 0.335938, 0.634375]]"
62efcd0b-fabd-4057-8ebf-4ea4c960ba1a,"[[0.257031, 0.398438, 0.407813, 0.60625], [0.70625, 0.404687, 0.38125, 0.60625]]"
62f2828b-2d93-41f9-bcfc-7d8abd1e8899,"[[0.325781, 0.548438, 0.376563, 0.76875], [0.75, 0.574219, 0.375, 0.795312]]"
62f2c1f0-e48d-43a3-81fb-3bd803768f74,"[[0.289062, 0.471094, 0.38125, 0.651563], [0.705469, 0.497656, 0.348438, 0.685937]]"
62f3469e-538b-4eef-b0ed-3299008d36bb,"[[0.304688, 0.496094, 0.35625, 0.870313], [0.725, 0.494531, 0.334375, 0.876563]]"
63001e5c-b9ec-4df2-913a-540f18912428,"[[0.292187, 0.428125, 0.321875, 0.575], [0.667188, 0.421094, 0.346875, 0.582812]]"
6308ad78-cc49-491a-a9ac-b1c418bbcbdd,"[[0.33125, 0.4375, 0.31875, 0.584375], [0.699219, 0.429688, 0.289062, 0.6125]]"
630f5987-5a5b-4844-978d-4b907c1daa8d,"[[0.279687, 0.378125, 0.334375, 0.621875], [0.692969, 0.4, 0.326562, 0.653125]]"
6315452d-0bb8-45ef-8578-084e49698755,"[[0.288281, 0.477344, 0.357812, 0.660937], [0.726562, 0.469531, 0.375, 0.679688]]"
63192a6c-02ba-48a5-932a-bb82aeacb1bc,"[[0.2625, 0.4125, 0.40625, 0.809375], [0.710938, 0.449219, 0.346875, 0.845313]]"
6325a116-aefd-48b2-8ab3-f10f2e24f4b2,"[[0.274219, 0.367188, 0.235937, 0.55625], [0.638281, 0.358594, 0.276562, 0.582812]]"
63286766-81ba-45ef-bfda-4fbd32fe90ad,"[[0.291406, 0.489063, 0.339062, 0.753125], [0.694531, 0.494531, 0.329688, 0.829688]]"
6329639f-76d5-4528-991f-04513039105a,"[[0.340625, 0.482812, 0.35625, 0.66875], [0.759375, 0.475, 0.35, 0.696875]]"
632df2eb-65b5-44ed-9933-44b8a91ccf8b,"[[0.325781, 0.39375, 0.351562, 0.6], [0.732812, 0.380469, 0.3625, 0.582812]]"
633d9182-1809-41b7-a59b-1e60ac91f0c9,"[[0.289844, 0.457031, 0.385937, 0.595313], [0.714844, 0.476562, 0.342187, 0.6625]]"
6341cfa4-97f6-4c58-ba26-ed7e0972f0e7,"[[0.685937, 0.470313, 0.265625, 0.70625], [0.327344, 0.467187, 0.357812, 0.73125]]"
634dc2f2-faf9-44da-a5f2-011870025110,"[[0.30625, 0.394531, 0.296875, 0.670312], [0.688281, 0.385156, 0.342187, 0.670312]]"
635058f5-90a8-46b6-8c4c-0989a3a82afb,"[[0.278125, 0.559375, 0.3625, 0.640625], [0.721094, 0.567969, 0.360938, 0.648438]]"
63515470-5841-47cd-af05-d1169ac3a28a,"[[0.336719, 0.476562, 0.282813, 0.703125], [0.685937, 0.495312, 0.259375, 0.76875]]"
6351aa4e-31d7-497c-912d-2b3f11b21fe7,"[[0.641406, 0.529687, 0.282813, 0.71875], [0.228906, 0.497656, 0.332813, 0.695312]]"
6356caac-984a-41de-b607-97f9eb7afa30,"[[0.261719, 0.489844, 0.373437, 0.745313], [0.710156, 0.510938, 0.379688, 0.775]]"
6357baa1-71ad-47a3-ab64-42a83908db99,"[[0.323437, 0.303125, 0.321875, 0.484375], [0.6625, 0.346094, 0.240625, 0.523438]]"
63583781-88e5-4ac2-b4b1-d7d8541c1a45,"[[0.305469, 0.472656, 0.364063, 0.579688], [0.753906, 0.470313, 0.407813, 0.61875]]"
63590dff-7b12-4aeb-b747-6f7f7ad23f23,"[[0.225, 0.50625, 0.41875, 0.696875], [0.68125, 0.501563, 0.3875, 0.684375]]"
63621a58-5fbd-4b5f-aba6-f296528ca835,"[[0.31875, 0.446875, 0.35, 0.665625], [0.677344, 0.421875, 0.307812, 0.621875]]"
6366d2b6-c1a7-40da-998d-981aa684a7f6,"[[0.303125, 0.542188, 0.3375, 0.76875], [0.724219, 0.526563, 0.395313, 0.7375]]"
63675767-7b62-48ef-b365-9411684cc5ae,"[[0.283594, 0.50625, 0.351562, 0.821875], [0.721875, 0.507031, 0.396875, 0.829688]]"
636a287a-d58a-489e-94b0-0b3e886c944a,"[[0.2375, 0.420312, 0.4625, 0.6875], [0.752344, 0.48125, 0.395313, 0.778125]]"
63714834-afcf-4c95-adc3-169795ddef89,"[[0.308594, 0.507812, 0.348438, 0.740625], [0.709375, 0.504687, 0.325, 0.75]]"
63777dfc-f664-437c-ac16-eae613db1593,"[[0.320312, 0.533594, 0.271875, 0.773438], [0.679688, 0.503906, 0.303125, 0.739062]]"
637c030f-e379-4db6-bde2-c2f2ad0028fa,"[[0.282813, 0.514844, 0.428125, 0.692187], [0.760938, 0.489844, 0.409375, 0.664062]]"
637c0606-2cc0-4512-a9e7-9003c4af2d62,"[[0.257031, 0.446875, 0.417187, 0.696875], [0.7, 0.432812, 0.36875, 0.7125]]"
637d6326-e32f-48c0-82c9-aa1defe176a2,"[[0.315625, 0.485156, 0.31875, 0.814063], [0.707031, 0.48125, 0.342187, 0.815625]]"
6389053a-63ab-4bb7-b872-85af8d988c7d,"[[0.302344, 0.404687, 0.395313, 0.6375], [0.782031, 0.467187, 0.360938, 0.69375]]"
638cda92-a9c2-4523-a564-4b2c89836c5b,"[[0.275, 0.363281, 0.35, 0.501563], [0.675781, 0.360156, 0.320312, 0.498437]]"
638d492d-3d8f-4ee1-b912-9c2896544737,"[[0.253125, 0.503906, 0.4125, 0.632812], [0.701562, 0.521875, 0.359375, 0.678125]]"
63934dc0-dad5-4611-9e2e-39ff3ba51e37,"[[0.365625, 0.546875, 0.3125, 0.771875], [0.735156, 0.560937, 0.345313, 0.8125]]"
6399d559-1e9d-41e1-bde4-c7a6f2370fee,"[[0.317188, 0.34375, 0.265625, 0.5875], [0.626563, 0.332813, 0.290625, 0.59375]]"
639ee516-a6a1-493f-b718-bdde59f6eef6,"[[0.299219, 0.496875, 0.373437, 0.828125], [0.717187, 0.528125, 0.334375, 0.896875]]"
63b85801-c49d-4912-8912-540f737db383,"[[0.371094, 0.325781, 0.292187, 0.445312], [0.671875, 0.329688, 0.240625, 0.45]]"
63c05c61-011b-4d7d-b192-c1a322d753d9,"[[0.334375, 0.435937, 0.40625, 0.76875], [0.771875, 0.502344, 0.346875, 0.882812]]"
63d3424b-86ad-4379-a67f-c5e0dbb72410,"[[0.322656, 0.463281, 0.242188, 0.607812], [0.628125, 0.458594, 0.275, 0.582812]]"
63d464dd-2789-41db-8b2d-a067a02677d2,"[[0.282813, 0.332813, 0.378125, 0.54375], [0.690625, 0.357031, 0.30625, 0.582812]]"
63d490bd-f6b7-4815-8213-a515525d0ee1,"[[0.342187, 0.6, 0.25, 0.640625], [0.699219, 0.585156, 0.326562, 0.592187]]"
63d4d8a1-3747-4f00-9d64-e2f9b700b07f,"[[0.30625, 0.459375, 0.365625, 0.709375], [0.727344, 0.471094, 0.354687, 0.729688]]"
63d7f897-ea58-4883-b88a-6a98e92f8a73,"[[0.300781, 0.403906, 0.376563, 0.570312], [0.750781, 0.415625, 0.404687, 0.609375]]"
63ef9b68-0489-48bf-8a97-77d2c92a9c5f,"[[0.285938, 0.478906, 0.3, 0.542188], [0.664062, 0.448437, 0.340625, 0.5]]"
63efbaf9-13bb-498d-80e1-fed27bb7506e,"[[0.338281, 0.296875, 0.323437, 0.540625], [0.699219, 0.322656, 0.267188, 0.579688]]"
63f71157-7db6-476f-b320-ba2fcbe2543f,"[[0.250781, 0.545312, 0.432812, 0.7875], [0.73125, 0.535156, 0.39375, 0.773438]]"
63f8fd6d-67cb-4cbf-9812-029156e77046,"[[0.304688, 0.45, 0.309375, 0.73125], [0.635938, 0.488281, 0.284375, 0.776563]]"
63fac8bb-6d04-4e04-b57c-2311eb376acb,"[[0.2625, 0.510938, 0.325, 0.71875], [0.651563, 0.526563, 0.353125, 0.75]]"
63ffaa0f-b764-4d5c-8462-8935d6389bb3,"[[0.282031, 0.472656, 0.329688, 0.748437], [0.699219, 0.484375, 0.401562, 0.759375]]"
6403ef2f-fb2b-434c-a605-71c4f6db41ba,"[[0.282813, 0.449219, 0.428125, 0.626563], [0.766406, 0.432812, 0.448437, 0.64375]]"
6404bc57-dd68-4931-836b-8246d1e6cf14,"[[0.342969, 0.388281, 0.417187, 0.667188], [0.767188, 0.427344, 0.353125, 0.714063]]"
64055d79-d3c0-4914-9344-3b38f01650d5,"[[0.272656, 0.465625, 0.370312, 0.675], [0.695312, 0.479687, 0.3375, 0.65625]]"
640675db-2fbc-4aa7-be16-572a540eecf5,"[[0.333594, 0.457031, 0.410938, 0.770312], [0.770312, 0.467187, 0.3625, 0.8125]]"
6407809e-0a0d-489c-a2d9-1abe547bf70f,"[[0.2125, 0.409375, 0.340625, 0.65625], [0.576562, 0.426563, 0.325, 0.6625]]"
640ad2ae-b136-4e47-a86f-9ff3428e5ba4,"[[0.303906, 0.465625, 0.304688, 0.58125], [0.6375, 0.476562, 0.2875, 0.61875]]"
64116efc-5d76-4f05-8ff9-e31583c44b43,"[[0.302344, 0.376563, 0.351562, 0.65], [0.675, 0.36875, 0.3375, 0.640625]]"
6422ef7d-786c-4340-b789-02fe7f9675df,"[[0.307031, 0.484375, 0.367188, 0.646875], [0.726562, 0.45625, 0.38125, 0.5875]]"
64236164-d6c9-415a-9e4e-05bbe20591e6,"[[0.307812, 0.359375, 0.321875, 0.609375], [0.694531, 0.380469, 0.329688, 0.657813]]"
6427bf6e-689e-453e-9ad2-b39c89a0a4ba,"[[0.320312, 0.514062, 0.353125, 0.90625], [0.696094, 0.501563, 0.260937, 0.959375]]"
642f783e-4581-40a3-8a25-34b7a5353f7d,"[[0.357812, 0.423438, 0.275, 0.525], [0.676562, 0.389062, 0.284375, 0.4875]]"
6432e2ca-b521-45aa-b9ef-25761c518abf,"[[0.310156, 0.497656, 0.320312, 0.698438], [0.701562, 0.470313, 0.353125, 0.64375]]"
6439bc8e-a134-4f5c-a801-e67379549322,"[[0.310937, 0.445312, 0.378125, 0.66875], [0.721875, 0.449219, 0.3625, 0.685937]]"
6444bd23-a7ae-42e1-8c9c-5c690d2d1528,"[[0.246875, 0.405469, 0.4375, 0.626563], [0.734375, 0.402344, 0.371875, 0.639062]]"
6446256c-6afa-4a21-a57f-6231493a8495,"[[0.264062, 0.458594, 0.371875, 0.692187], [0.694531, 0.491406, 0.345313, 0.735938]]"
6452c673-1a45-429a-a2ca-df17ca4ec27e,"[[0.289844, 0.432031, 0.364063, 0.585938], [0.722656, 0.421094, 0.360938, 0.579688]]"
6459b139-1206-459b-8ab0-535dc5dfd94f,"[[0.264062, 0.440625, 0.4, 0.728125], [0.704688, 0.447656, 0.36875, 0.701562]]"
64618072-4f84-44db-8582-145fbc9bc868,"[[0.328906, 0.478906, 0.342187, 0.476562], [0.683594, 0.424219, 0.289062, 0.389062]]"
64652174-65fb-4ce7-aaca-5ce29c7e7adc,"[[0.303125, 0.470313, 0.34375, 0.63125], [0.726562, 0.478906, 0.365625, 0.648438]]"
6467764a-7c47-4e5b-b558-589878b8c369,"[[0.310156, 0.366406, 0.326562, 0.551562], [0.728125, 0.371875, 0.3625, 0.559375]]"
64690a20-0381-40f3-a6ef-3491aacf35a6,"[[0.246094, 0.413281, 0.373437, 0.679688], [0.61875, 0.405469, 0.29375, 0.648438]]"
646c50f2-23b4-4236-b92f-c5efb2139053,"[[0.263281, 0.471094, 0.398438, 0.607812], [0.700781, 0.473438, 0.351562, 0.634375]]"
646f1dfe-7103-463f-adec-2cc4f5190e90,"[[0.348438, 0.547656, 0.29375, 0.854688], [0.742969, 0.495312, 0.370312, 0.85]]"
646f59a0-eaf9-4c33-aebc-811da54a29b8,"[[0.24375, 0.503125, 0.384375, 0.7375], [0.735156, 0.507812, 0.439063, 0.75625]]"
6472ceac-1095-4b62-a0b8-8a52086e23f4,"[[0.299219, 0.442969, 0.385937, 0.667188], [0.726562, 0.453125, 0.365625, 0.696875]]"
647318b9-ffbd-4f35-8deb-f570410046db,"[[0.3625, 0.360938, 0.30625, 0.50625], [0.714063, 0.375, 0.259375, 0.490625]]"
